MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT,GM_PCT,EBITDA_PCT,AOV,VARIANCE_PCT,VARIANCE_CATEGORY,DISCOUNT_PCT
2023-10-01,Hyderabad,Kelley-Mills,Active,East,10869,3805247.48,967439.29,2899237.98,1256635.9,1506654.03,226554.77,29020.75,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,51.967242440718856,7.814286773381742,266.74376483577146,2.309400041810042,Var 2%-3%,25.42382052901327
2023-10-01,Ahmedabad,"Bush, Ortiz and Williams",Active,West,8525,2648886.11,628120.91,2105679.43,827798.37,1193377.76,-214498.8,27528.9,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,56.67423744553557,-10.186678795641747,247.00051964809387,3.32555619794226,Var 3%-5%,23.712643123037104
2023-10-01,Mumbai,Wilkins-Dean,Inactive,South,8916,4391776.11,674689.03,3808262.75,1703992.12,2033052.59,704775.38,23649.86,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,53.38530252409711,18.506479890338447,427.1268225661732,1.3879090004242507,Var <2%,15.36255521914572
2023-10-01,Ahmedabad,Beck-Huff,Active,East,13090,4767607.75,966485.96,3875592.45,1807308.83,1995567.66,642029.66,16850.36,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,51.490647836306934,16.565974577641672,296.0727616501146,0.9323453590386098,Var <2%,20.271926942815295
2023-10-01,Mumbai,"Kaufman, Tate and Williams",Active,East,14766,4647992.75,888695.34,3826859.93,1566639.31,2193556.6,890873.42,25773.86,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,57.32001275520946,23.279488570149994,259.16700054178517,1.6451687274462685,Var <2%,19.119981200487025
2023-10-01,Ahmedabad,"Thompson, Morris and Allen",Active,South,13029,5819950.78,1212286.44,4738075.81,1521147.26,3141387.51,1867637.78,10336.15,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,66.30091277496888,39.41764241209978,363.65613707882414,0.6794970001786678,Var <2%,20.82984007641384
2023-10-01,Ahmedabad,"Wolf, Quinn and Johnson",Inactive,East,9658,3194274.67,496851.39,2836799.75,1193330.3,1500627.38,89666.49,27651.06,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,52.898600967516295,3.160832554359891,293.72538310209154,2.317133822882064,Var 2%-3%,15.554435398631517
2023-10-01,Pune,Paul Ltd,Inactive,West,9662,4349649.46,804968.98,3649092.23,1237472.02,2278683.39,1048125.9,23779.32,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,62.44521229873108,28.722921590830826,377.6746253363693,1.9216046597966714,Var <2%,18.506525351125653
2023-10-01,Ahmedabad,Henderson Group,Inactive,West,13794,6408933.88,1001690.15,5484692.99,2672767.39,2669702.51,1238328.13,10144.4,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,48.675514105667375,22.577893279674708,397.6143968392055,0.379546684008293,Var <2%,15.62959095468153
2023-10-01,Mumbai,Simpson LLC,Active,West,10822,5230372.28,1224973.95,4132572.21,1262415.61,2730268.98,1241353.89,17796.2,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,66.06706044708169,30.038286735708365,381.86769635926817,1.409694228986918,Var <2%,23.420396951170748
2023-10-01,Hyderabad,Frazier Inc,Active,South,14092,6292038.37,1100633.35,5263801.41,2081624.28,3125809.66,1618758.38,11299.03,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,59.383122890268766,30.752649158167987,373.5311815214306,0.5427987225437244,Var <2%,17.492476766316987
2023-10-01,Ahmedabad,Perez and Sons,Inactive,West,12365,4979123.54,798928.76,4272099.11,1317360.87,2862423.21,1492525.29,23557.39,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,67.00273416643651,34.936579221824275,345.4993214718965,1.7882260310343054,Var <2%,16.04557014064367
2023-10-01,Pune,Arroyo-Turner,Active,South,8642,3374290.96,571233.9,2884765.77,1278186.52,1491545.13,214833.66,21793.29,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,51.704202313798255,7.447178631768082,333.80765679240915,1.7050164165398958,Var <2%,16.92900543467064
2023-10-01,Ahmedabad,"Duran, Parker and Hale",Inactive,South,7875,3696543.96,1013543.59,2752623.94,1129690.94,1539157.4,344117.66,10410.22,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,55.91600718258666,12.501441079525014,349.5395479365079,0.921510444263632,Var <2%,27.41868082640088
2023-10-01,Bangalore,"Powers, Mercer and Peterson",Active,South,10717,3437055.38,935914.56,2558163.07,988780.08,1516265.68,67063.79,11019.54,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,59.27165854989846,2.621560399587818,238.70141550807128,1.1144581310739998,Var <2%,27.230127435421192
2023-10-01,Bangalore,Ayers Group,Active,East,8386,4073660.47,697425.28,3471818.28,1579158.65,1748298.85,414264.27,27025.04,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,50.35686516403734,11.932199112679367,414.0017028380634,1.7113568671520116,Var <2%,17.12035858501482
2023-10-01,Bangalore,Hall PLC,Active,South,14921,6953632.43,1344874.31,5721665.91,2458415.5,3119293.61,1544113.38,10362.71,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,54.51722730871575,26.987129348137696,383.4639709134777,0.4215198773356253,Var <2%,19.340601096454563
2023-10-01,Mumbai,Frank PLC,Inactive,North,8339,3030534.08,873457.44,2231566.5,918605.69,1255329.34,-182784.31,28618.86,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,56.25327947878767,-8.190852031521354,267.60600791461803,3.115467312204435,Var 3%-5%,28.821897954039834
2023-10-01,Hyderabad,Anderson-Parker,Inactive,South,11979,4129944.29,1174249.4,3016581.9,1229600.95,1713973.5,208577.54,21050.27,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,56.81839767055554,6.914366886574504,251.82251440020033,1.711959477584984,Var <2%,28.432572391914757
2023-10-01,Ahmedabad,Ball Ltd,Inactive,West,12119,4297794.15,836044.71,3571250.84,1076207.93,2416225.73,1127225.59,17608.72,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,67.65768741128248,31.56388729053824,294.68197376021124,1.6361819597445266,Var <2%,19.45287933345993
2023-10-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8935,3201072.44,899733.41,2406861.92,855644.24,1459307.13,-59597.2,10993.1,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,60.63111131859197,-2.4761370606586355,269.37458533855624,1.2847746161418676,Var <2%,28.10724926924803
2023-10-01,Hyderabad,Torres Ltd,Active,East,13083,4559548.63,909471.29,3742606.56,1213407.79,2401970.76,1092686.13,15837.28,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.17908806315991,29.19585888825033,286.0663884430177,1.305190236169491,Var <2%,19.946520232639784
2023-10-01,Pune,"James, Foster and Velasquez",Inactive,South,12086,4765187.07,840424.48,4010636.15,1810198.69,2124133.84,787131.4,11425.17,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,52.962516682048054,19.62609846819438,331.84148187986096,0.6311555777338453,Var <2%,17.63675733301274
2023-10-01,Bangalore,Daniel-Rice,Inactive,West,10374,4727000.21,1005093.46,3803412.97,1596666.62,2105700.41,684604.4,23773.37,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,55.36344400697566,17.999738797756688,366.629358974359,1.48893762180611,Var <2%,21.262818179565937
2023-10-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,12169,5558214.2,1236672.02,4375696.05,1744719.72,2523381.02,1236674.39,10229.05,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,57.668105626303735,28.262346741383006,359.5772906565864,0.5862861457197263,Var <2%,22.249448752802653
2023-10-01,Ahmedabad,Caldwell-Mack,Active,North,9326,2837076.98,441062.82,2468757.55,1123526.22,1255049.98,-77379.96,20115.46,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,50.8373120722203,-3.134368540969121,264.71773000214455,1.790386342741516,Var <2%,15.546381825705696
2023-10-01,Pune,Black LLC,Active,North,12553,3914122.44,726242.95,3302893.73,1040736.1,2129517.0,799397.18,11967.56,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,64.47428146590717,24.20293371049513,263.11588703895484,1.149913027904,Var <2%,18.55442595709908
2023-10-01,Pune,Haney-Chan,Inactive,South,11236,5156693.0,1241325.29,4009306.67,1669940.48,2286916.0,940037.9,28249.53,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,57.04018645198822,23.446395533520015,356.8268663225347,1.691648914337354,Var <2%,24.07211928264878
2023-10-01,Hyderabad,Reyes PLC,Active,West,14103,5270774.06,1355075.21,4005270.01,1787905.01,2108455.79,739710.87,27011.2,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,52.642038732365016,18.46843953474188,284.0012770332553,1.5107737742733882,Var <2%,25.709225904477496
2023-10-01,Pune,Hamilton-Wilson,Inactive,West,12273,4944674.95,987198.38,4047227.61,1485479.16,2451504.34,1064603.02,18550.15,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,60.57243565799849,26.304500823466164,329.76677340503545,1.248765415194381,Var <2%,19.96487918786249
2023-10-01,Ahmedabad,Smith LLC,Active,East,14403,6295954.29,1871099.58,4559566.37,1472079.33,3029323.12,1795975.77,18407.27,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,66.43884251650887,39.38917923898978,316.57060126362563,1.2504264970556986,Var <2%,29.719078217767684
2023-10-01,Mumbai,"Barker, Morgan and Hughes",Active,West,14227,6969454.49,1624253.35,5419267.18,2068269.05,3251296.03,1901641.02,27158.93,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,59.99512336278647,35.09037212666086,380.91426020946085,1.3131236480089474,Var <2%,23.305315392051583
2023-10-01,Mumbai,Gibson-Floyd,Inactive,West,12686,3949597.5,657477.2,3345664.45,1153303.46,2127193.85,717825.07,13912.32,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,63.58060952585966,21.455381456439838,263.72887040832416,1.206301765538794,Var <2%,16.646688681568182
2023-10-01,Mumbai,Eaton-Bryant,Active,South,10363,3619481.38,577263.89,3114082.92,1304378.3,1673264.32,420455.67,15894.03,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,53.73216972655308,13.501749336848102,300.5001370259577,1.2185138314551844,Var <2%,15.948801206431403
2023-10-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,14413,6334746.73,1687950.37,4732578.25,2200819.56,2407986.1,1071606.94,22932.86,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,50.88106255823662,22.643195387207808,328.3548359120239,1.0420145484348566,Var <2%,26.645901437641218
2023-10-01,Ahmedabad,Schaefer-Gutierrez,Active,East,9381,3062829.71,463785.04,2724993.25,917680.36,1756503.85,279258.66,21050.01,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.45901654985752,10.24804960526049,290.48003944142414,2.293828103720123,Var 2%-3%,15.142371072272248
2023-10-01,Ahmedabad,Chavez-Bell,Active,East,8848,3380353.65,668103.85,2841146.89,937382.28,1780260.75,562930.95,20879.53,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,62.659933432727236,19.813510944518605,321.1061132459313,2.227429560541725,Var 2%-3%,19.764318150558005
2023-10-01,Hyderabad,"Gibbs, Mcdowell and Clark",Inactive,South,9374,2962302.87,655166.53,2458422.3,1006209.64,1323927.8,-125059.06,17307.34,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,53.85274124791335,-5.086964107020995,262.25968636654574,1.7200530895331116,Var <2%,22.116797598079497
2023-10-01,Pune,"Lang, Riddle and Foster",Active,South,8851,2797461.69,582469.28,2283453.55,1014914.85,1213347.0,-127081.41,28435.21,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,53.13648705488229,-5.565316185214279,257.988199073551,2.8017335641507266,Var 2%-3%,20.821349657160095
2023-10-01,Bangalore,Valdez Inc,Active,South,13681,4779276.39,1032212.4,3858990.56,1223265.7,2560458.24,1270118.93,29406.53,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,66.35046653236697,32.91324273153962,282.06933411300344,2.4039364465136233,Var 2%-3%,21.597671190554436
2023-10-01,Bangalore,Hayes Group,Active,North,7688,2364161.83,608954.22,1837261.83,680466.83,1082048.7,-394331.65,19164.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,58.8946377882351,-21.46300780656832,238.97786550468263,2.816316557267016,Var 2%-3%,25.75772150081621
2023-10-01,Pune,Miller LLC,Active,South,13825,5403134.99,1253795.32,4237847.69,1388037.27,2748258.07,1482147.43,21276.92,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,64.85032665248994,34.97406085398977,306.5350951175407,1.532878148149437,Var <2%,23.20496012630623
2023-10-01,Pune,Smith-Carpenter,Inactive,South,8405,3422844.02,1017177.36,2451336.85,1112308.06,1223466.06,60644.68,20294.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,49.910156574360634,2.4739431465732666,291.65221296847113,1.8245404065488833,Var <2%,29.71731560236274
2023-10-01,Bangalore,Huang-Hart,Active,East,12260,5594307.19,867269.48,4786763.92,1574077.18,3126977.79,1676838.87,23265.32,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,65.32550679875601,35.03074097709001,390.43751386623165,1.4780291777052508,Var <2%,15.502714644456267
2023-10-01,Ahmedabad,"Perez, Krueger and Brooks",Active,West,14303,5289214.29,1258223.92,4069016.16,1700459.36,2289690.12,1105670.58,28143.71,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,56.27134496315198,27.172921820000834,284.4869020485213,1.6550651348703798,Var <2%,23.788484470724665
2023-10-01,Ahmedabad,"Guzman, Hernandez and Turner",Inactive,South,11217,3760123.78,968261.16,2877408.94,1237951.68,1503892.89,209496.73,21595.33,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,52.26552503864813,7.280742305610548,256.5221485245609,1.7444404615210831,Var <2%,25.75077887462524
2023-10-01,Pune,Higgins-Fernandez,Inactive,North,11466,5234710.4,1251996.23,4098597.87,1564229.37,2448748.69,1222664.13,13360.05,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,59.746009920216935,29.83127812926912,357.45664311878596,0.8540978871915695,Var <2%,23.91720141767537
2023-10-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,9318,3551312.3,894691.96,2775774.18,1140934.78,1536311.33,135200.6,25368.42,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,55.3471294988413,4.870734837658876,297.89377334191886,2.22347678804217,Var 2%-3%,25.19327742592506
2023-10-01,Hyderabad,Dean-Scott,Active,North,9352,3424842.19,823514.01,2663562.99,892973.32,1716300.08,316481.66,15686.9,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,64.43624898091859,11.88189133082976,284.812124679213,1.7567042204575607,Var <2%,24.04531258124918
2023-10-01,Ahmedabad,Gonzalez Inc,Active,West,12750,5325782.06,1302712.77,4112904.48,1833984.07,2131430.74,797090.15,12516.03,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,51.82300611075704,19.38022518821055,322.5807435294118,0.6824503115776791,Var <2%,24.460497168748212
2023-10-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,12974,6104367.52,1151838.76,5026714.86,1566525.8,3338622.79,1847249.29,18969.7,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,66.41758848442022,36.7486388515779,387.4452643749037,1.2109407965065113,Var <2%,18.86909260011265
2023-10-01,Hyderabad,Nash-Freeman,Active,West,7719,3549057.54,1030190.0,2591997.74,1011016.4,1470846.41,37817.39,11183.13,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,56.74566714707089,1.4590055159538833,335.7944992874725,1.1061274574774453,Var <2%,29.027142794647393
2023-10-01,Hyderabad,Sanders LLC,Active,North,11909,5491734.21,1284105.98,4320935.12,1280145.16,2981756.31,1741926.0,19625.89,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,69.00719930272871,40.313634702295644,362.8293828197162,1.5330987932649764,Var <2%,23.382522367192273
